sent_id	description	ARG0	ARG1	narrative	verb	verb_lemma	frame	frame_score	sentence
1.1.9.	Not necessarily see : Australian gun ownership rises , as [ARGM-ADV: with any business] [ARG0: they] [ARGM-MOD: would] [peg.01: pivot] [ARG1: into selling the kinds of guns which would be legally accessible] .	they	into selling the kinds of guns which would be legally accessible	('they', 'pivot', 'into selling the kinds of guns which would be legally accessible')	pivot	pivot	peg.01	0.16667792201042175	Not necessarily see: Australian gun ownership rises, as with any business they would pivot into selling the kinds of guns which would be legally accessible.
1.1.9.	Not necessarily see : Australian gun ownership rises , as with any business [ARG0: they] would pivot into [sell.01: selling] [ARG1: the kinds of guns which would be legally accessible] .	they	the kinds of guns which would be legally accessible	('they', 'selling', 'the kinds of guns which would be legally accessible')	selling	sell	sell.01	0.9999997615814209	Not necessarily see: Australian gun ownership rises, as with any business they would pivot into selling the kinds of guns which would be legally accessible.
1.1.9.	[ARG0: Gun owners] are not going to [stop.01: stop] [ARG1: buying guns] just because new policies are in place .	Gun owners	buying guns	('Gun owners', 'stop', 'buying guns')	stop	stop	stop.01	0.9999996423721313	Gun owners are not going to stop buying guns just because new policies are in place.
1.1.9.	[ARG0: Gun owners] are not going to stop [buy.01: buying] [ARG1: guns] just because new policies are in place .	Gun owners	guns	('Gun owners', 'buying', 'guns')	buying	buy	buy.01	1.0	Gun owners are not going to stop buying guns just because new policies are in place.
1.1.10.	Decreasing the demand for guns could lead to massive lay offs in [ARG0: the gun sector] [R-ARG0: which] [employ.01: employs] [ARG1: a significant number of Americans] .	the gun sector	a significant number of Americans	('the gun sector', 'employs', 'a significant number of Americans')	employs	employ	employ.01	0.9999889135360718	Decreasing the demand for guns could lead to massive lay offs in the gun sector which employs a significant number of Americans.
1.1.10.1.	That 's not significant in any means , especially [ARGM-TMP: when] [ARG0: those manufacturers and employees] [ARGM-MOD: could] [peg.01: pivot] [ARG1: to a different market] .	those manufacturers and employees	to a different market	('those manufacturers and employees', 'pivot', 'to a different market')	pivot	pivot	peg.01	0.1046343743801117	That's not significant in any means, especially when those manufacturers and employees could pivot to a different market.
1.1.10.2.	[ARG0: The loss of life as a result of gun violence] [outweigh.01: outweighs] [ARG1: short term job loss] [ARGM-TMP: as the market adjusts to decreased demand for guns] .	The loss of life as a result of gun violence	short term job loss	('The loss of life as a result of gun violence', 'outweighs', 'short term job loss')	outweighs	outweigh	outweigh.01	0.9999974966049194	The loss of life as a result of gun violence outweighs short term job loss as the market adjusts to decreased demand for guns.
1.1.10.3.	This data appears to include all jobs at supplier companies for gun manufacturers , [ARG0: many of whom] are unlikely to [ARGM-ADV: solely] be [supply.01: supplying] - or only be capable of supplying - [ARG1: gun manufacturers] .	many of whom	gun manufacturers	('many of whom', 'supplying', 'gun manufacturers')	supplying	supply	supply.01	0.999998927116394	This data appears to include all jobs at supplier companies for gun manufacturers, many of whom are unlikely to solely be supplying - or only be capable of supplying - gun manufacturers.
1.1.10.3.	This data appears to include all jobs at supplier companies for gun manufacturers , [ARG0: many of whom] are unlikely to solely be supplying - or only be capable of [supply.01: supplying] - [ARG1: gun manufacturers] .	many of whom	gun manufacturers	('many of whom', 'supplying', 'gun manufacturers')	supplying	supply	supply.01	0.9999998807907104	This data appears to include all jobs at supplier companies for gun manufacturers, many of whom are unlikely to solely be supplying - or only be capable of supplying - gun manufacturers.
1.1.10.4.	[ARG0: This report] does [ARGM-NEG: not] [show.01: show] [ARG1: the working for their employment figures] , but given they 've not explicitly excluded them , it seems likely that they 've included jobs related to the production and sale of weapons and ammunition to the military - a major purchaser , and one unaffected by this policy .	This report	the working for their employment figures	('This report', 'show', 'the working for their employment figures')	show	show	show.01	1.0	This report does not show the working for their employment figures, but given they've not explicitly excluded them, it seems likely that they've included jobs related to the production and sale of weapons and ammunition to the military - a major purchaser, and one unaffected by this policy.
1.1.10.4.	This report does not show the working for their employment figures , but given [ARG0: they] 've [ARGM-NEG: not] [ARGM-MNR: explicitly] [exclude.01: excluded] [ARG1: them] , it seems likely that they 've included jobs related to the production and sale of weapons and ammunition to the military - a major purchaser , and one unaffected by this policy .	they	them	('they', 'excluded', 'them')	excluded	exclude	exclude.01	0.9999996423721313	This report does not show the working for their employment figures, but given they've not explicitly excluded them, it seems likely that they've included jobs related to the production and sale of weapons and ammunition to the military - a major purchaser, and one unaffected by this policy.
1.1.10.4.1.	[ARG0: Law enforcement and military purchases] [account.01: account] [ARG1: for 40 % of revenue for domestic arms manufacturers in the USA] .	Law enforcement and military purchases	for 40 % of revenue for domestic arms manufacturers in the USA	('Law enforcement and military purchases', 'account', 'for 40 % of revenue for domestic arms manufacturers in the USA')	account	account	account.01	0.9999998807907104	Law enforcement and military purchases account for 40% of revenue for domestic arms manufacturers in the USA.
1.1.10.5.	[ARG0: The increase in gun control and enforcement] [ARGM-MOD: would] [create.01: create] [ARG1: new sectors and demand for labor including background checking and licensing] .	The increase in gun control and enforcement	new sectors and demand for labor including background checking and licensing	('The increase in gun control and enforcement', 'create', 'new sectors and demand for labor including background checking and licensing')	create	create	create.01	1.0	The increase in gun control and enforcement would create new sectors and demand for labor including background checking and licensing.
1.1.10.6.	[ARG0: Local manufacturers] [ARGM-MOD: could] [ARGM-TMP: still] [export.01: export] [ARG1: their guns] [ARG2: to foreign countries] .	Local manufacturers	their guns	('Local manufacturers', 'export', 'their guns')	export	export	export.01	0.9999998807907104	Local manufacturers could still export their guns to foreign countries.
1.1.10.6.	[ARG0: Stricter gun laws in the US] do [ARGM-NEG: not] [affect.01: affect] [ARG1: the demand for guns abroad] .	Stricter gun laws in the US	the demand for guns abroad	('Stricter gun laws in the US', 'affect', 'the demand for guns abroad')	affect	affect	affect.01	0.999998927116394	Stricter gun laws in the US do not affect the demand for guns abroad.
1.1.10.6.2.	[ARG0: Many countries] [look.01: look] [ARG1: to the US] [ARG2: as a model for government] and take cues on policy from America .	Many countries	to the US	('Many countries', 'look', 'to the US')	look	look	look.01	0.9996782541275024	Many countries look to the US as a model for government and take cues on policy from America.
1.1.10.6.2.	[ARG0: Many countries] look to the US as a model for government and [take.01: take] [ARG1: cues on policy] [ARG2: from America] .	Many countries	cues on policy	('Many countries', 'take', 'cues on policy')	take	take	take.01	1.0	Many countries look to the US as a model for government and take cues on policy from America.
1.1.10.6.3.	[ARG0: Overseas gun sales] [ARGM-TMP: already] [account.01: account] [ARG1: for over 1/3 of the total revenue for American arms manufacturers] .	Overseas gun sales	for over 1/3 of the total revenue for American arms manufacturers	('Overseas gun sales', 'account', 'for over 1/3 of the total revenue for American arms manufacturers')	account	account	account.01	1.0	Overseas gun sales already account for over 1/3 of the total revenue for American arms manufacturers.
1.1.10.6.4.	[ARG0: The Trump administration] is [roll.01: rolling] [ARGM-DIR: back] [ARG1: regulations and red tape] [ARGM-PRP: to make it easier for gun manufacturers to compete overseas] .	The Trump administration	regulations and red tape	('The Trump administration', 'rolling', 'regulations and red tape')	rolling	roll	roll.01	0.9999675750732422	The Trump administration is rolling back regulations and red tape to make it easier for gun manufacturers to compete overseas.
1.1.10.6.4.	[ARG0: The Trump administration] is rolling back regulations and red tape to [make.02: make] [ARG1: it easier for gun manufacturers to compete overseas] .	The Trump administration	it easier for gun manufacturers to compete overseas	('The Trump administration', 'make', 'it easier for gun manufacturers to compete overseas')	make	make	make.02	0.9999995231628418	The Trump administration is rolling back regulations and red tape to make it easier for gun manufacturers to compete overseas.
1.2.	[ARG0: Stricter regulation] [ARGM-MOD: would] [make.02: make] [ARG1: people consider their decision to own a gun more seriously] .	Stricter regulation	people consider their decision to own a gun more seriously	('Stricter regulation', 'make', 'people consider their decision to own a gun more seriously')	make	make	make.02	0.9999997615814209	Stricter regulation would make people consider their decision to own a gun more seriously.
1.2.	Stricter regulation would make [ARG0: people] [consider.01: consider] [ARG1: their decision to own a gun] [ARGM-MNR: more seriously] .	people	their decision to own a gun	('people', 'consider', 'their decision to own a gun')	consider	consider	consider.01	0.9978830218315125	Stricter regulation would make people consider their decision to own a gun more seriously.
1.2.	Stricter regulation would make [ARG0: people] consider their decision to [own.01: own] [ARG1: a gun] [ARGM-MNR: more seriously] .	people	a gun	('people', 'own', 'a gun')	own	own	own.01	1.0	Stricter regulation would make people consider their decision to own a gun more seriously.
1.2.1.	[ARG0: 3 % of the U.S. population] [own.01: owns] [ARG1: half the civilian guns in the U.S. qz.com] [ARGM-ADV: Though a cap on total number owned per capita is not mentioned , presumably there would be a drastic reduction of number of guns owned by this 3 % , which would help reduce the total number of guns in circulation] .	3 % of the U.S. population	half the civilian guns in the U.S. qz.com	('3 % of the U.S. population', 'owns', 'half the civilian guns in the U.S. qz.com')	owns	own	own.01	1.0	3% of the U.S. population owns half the civilian guns in the U.S. qz.com Though a cap on total number owned per capita is not mentioned, presumably there would be a drastic reduction of number of guns owned by this 3%, which would help reduce the total number of guns in circulation.
1.2.1.	3 % of the U.S. population owns half the civilian guns in the U.S. qz.com Though a cap on total number owned per capita is not mentioned , presumably there would be a drastic reduction of number of [ARG1: guns] [own.01: owned] [ARG0: by this] 3 % , which would help reduce the total number of guns in circulation .	by this	guns	('by this', 'owned', 'guns')	owned	own	own.01	1.0	3% of the U.S. population owns half the civilian guns in the U.S. qz.com Though a cap on total number owned per capita is not mentioned, presumably there would be a drastic reduction of number of guns owned by this 3%, which would help reduce the total number of guns in circulation.
1.2.1.	3 % of the U.S. population owns half the civilian guns in the U.S. qz.com Though a cap on total number owned per capita is not mentioned , presumably there would be [ARG0: a drastic reduction of number of guns owned by this 3 %] , [R-ARG0: which] [ARGM-MOD: would] [help.01: help] [ARG1: reduce the total number of guns in circulation] .	a drastic reduction of number of guns owned by this 3 %	reduce the total number of guns in circulation	('a drastic reduction of number of guns owned by this 3 %', 'help', 'reduce the total number of guns in circulation')	help	help	help.01	1.0	3% of the U.S. population owns half the civilian guns in the U.S. qz.com Though a cap on total number owned per capita is not mentioned, presumably there would be a drastic reduction of number of guns owned by this 3%, which would help reduce the total number of guns in circulation.
1.2.1.1.	Do note [ARG0: these people] [ARGM-MOD: might] [see.01: see] [ARG1: their guns] [ARG2: as museum pieces] , [ARGM-ADV: especially if they are rare e.g : World War II rifles , and going further back in time , up to black powder rifles] .	these people	their guns	('these people', 'see', 'their guns')	see	see	see.01	1.0	Do note these people might see their guns as museum pieces, especially if they are rare e.g: World War II rifles, and going further back in time, up to black powder rifles.
1.2.1.1.	[ARG0: I] [expect.01: expect] [ARG1: this guy to be one of said 3 % for example] , and I 'm pretty OK with that .	I	this guy to be one of said 3 % for example	('I', 'expect', 'this guy to be one of said 3 % for example')	expect	expect	expect.01	1.0	I expect this guy to be one of said 3% for example, and I'm pretty OK with that.
1.2.1.1.1.	[ARG0: Someone] [collect.01: collecting] [ARG1: non - functional museum pieces] is likely to be able to get some form of specialised license , or to partner their collection with an actual museum .	Someone	non - functional museum pieces	('Someone', 'collecting', 'non - functional museum pieces')	collecting	collect	collect.01	0.9999995231628418	Someone collecting non-functional museum pieces is likely to be able to get some form of specialised license, or to partner their collection with an actual museum.
1.2.1.1.1.	[ARG0: Someone collecting non - functional museum pieces] is likely to be able to [get.01: get] [ARG1: some form of specialised license] , or to partner their collection with an actual museum .	Someone collecting non - functional museum pieces	some form of specialised license	('Someone collecting non - functional museum pieces', 'get', 'some form of specialised license')	get	get	get.01	0.9999958276748657	Someone collecting non-functional museum pieces is likely to be able to get some form of specialised license, or to partner their collection with an actual museum.
1.2.1.1.1.	[ARG0: Someone collecting non - functional museum pieces] is likely to be able to get some form of specialised license , or to [collaborate.01: partner] [ARG1: their collection] [ARG2: with an actual museum] .	Someone collecting non - functional museum pieces	their collection	('Someone collecting non - functional museum pieces', 'partner', 'their collection')	partner	partner	collaborate.01	0.2638377845287323	Someone collecting non-functional museum pieces is likely to be able to get some form of specialised license, or to partner their collection with an actual museum.
1.2.1.1.1.1.	[ARGM-MOD: Would] [ARG0: you] [require.01: require] [ARG2: collectors of anything else] [ARG1: to partner with a museum] ?	you	to partner with a museum	('you', 'require', 'to partner with a museum')	require	require	require.01	0.9999997615814209	Would you require collectors of anything else to partner with a museum?
1.2.1.1.1.1.	Would you require [ARG0: collectors of anything else] to [collaborate.01: partner] [ARG1: with a museum] ?	collectors of anything else	with a museum	('collectors of anything else', 'partner', 'with a museum')	partner	partner	collaborate.01	0.34475529193878174	Would you require collectors of anything else to partner with a museum?
1.2.1.2.	[ARG0: That argument] does [ARGM-NEG: not] [support.01: support] [ARG1: the claim above it] .	That argument	the claim above it	('That argument', 'support', 'the claim above it')	support	support	support.01	1.0	That argument does not support the claim above it.
1.2.1.2.	If [ARG0: only 3 % of people] [own.01: own] [ARG1: the majority of arms in the US] , that cohort is very unlikely to “ think twice , ” about buying more guns , or giving up any already owned .	only 3 % of people	the majority of arms in the US	('only 3 % of people', 'own', 'the majority of arms in the US')	own	own	own.01	1.0	If only 3% of people own the majority of arms in the US, that cohort is very unlikely to “think twice,” about buying more guns, or giving up any already owned.
1.2.1.2.	If only 3 % of people own the majority of arms in the US , [ARG0: that cohort] is very unlikely to “ think twice , ” about [buy.01: buying] [ARG1: more guns] , or giving up any already owned .	that cohort	more guns	('that cohort', 'buying', 'more guns')	buying	buy	buy.01	0.9999998807907104	If only 3% of people own the majority of arms in the US, that cohort is very unlikely to “think twice,” about buying more guns, or giving up any already owned.
1.2.1.2.	If only 3 % of people own the majority of arms in the US , [ARG0: that cohort] is very unlikely to “ think twice , ” about buying more guns , or [give.08: giving] up [ARG1: any already owned] .	that cohort	any already owned	('that cohort', 'giving', 'any already owned')	giving	give	give.08	0.956692636013031	If only 3% of people own the majority of arms in the US, that cohort is very unlikely to “think twice,” about buying more guns, or giving up any already owned.
1.2.1.2.1.	If the stated goal of wanting stricter regulations was to make [ARG0: people] [consider.01: consider] [ARG1: purchases] [ARGM-MNR: more carefully] , but the reason is the hope current gun owners will purchase less guns , then the true goal would not be regulations for the sake of careful consumer consideration but rather to create future hurdles / hardship for those who have already decided that they want to purchase / own guns .	people	purchases	('people', 'consider', 'purchases')	consider	consider	consider.01	0.9950254559516907	If the stated goal of wanting stricter regulations was to make people consider purchases more carefully, but the reason is the hope current gun owners will purchase less guns, then the true goal would not be regulations for the sake of careful consumer consideration but rather to create future hurdles/hardship for those who have already decided that they want to purchase/own guns.
1.2.1.2.1.	If the stated goal of wanting stricter regulations was to make people consider purchases more carefully , but the reason is the hope [ARG0: current gun owners] [ARGM-MOD: will] [purchase.01: purchase] [ARG1: less guns] , then the true goal would not be regulations for the sake of careful consumer consideration but rather to create future hurdles / hardship for those who have already decided that they want to purchase / own guns .	current gun owners	less guns	('current gun owners', 'purchase', 'less guns')	purchase	purchase	purchase.01	1.0	If the stated goal of wanting stricter regulations was to make people consider purchases more carefully, but the reason is the hope current gun owners will purchase less guns, then the true goal would not be regulations for the sake of careful consumer consideration but rather to create future hurdles/hardship for those who have already decided that they want to purchase/own guns.
